nombre;apellido_1;apellido_2;dni;email;telefono;movil;fecha_nacimiento;curso;fecha_matriculacion;poblacion;provincia;calle;extension;asignatura;nota
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Swift desde 0;8
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Swift & Storyboards;3
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Kotlin desde cero;8
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Kotlin Avanzado;6
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Modelado de datos & SQL;9
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Introducción a GNU/Linux;2
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Fundamentos de Autolayout;6
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Arquitectura y código de calidad;7
Raul;Jimenez;Campos;8662714V;raul.jimenez.campos@gmail.com;944285617;627776566;08/07/2003;Desarrollo de Apps Móviles Full Stack;25/10/2023;Santa Cruz de la Zarza;Toledo;Velázquez;41 3C;Fundamentos de ConstraintLayout;2
Juan manuel;Ruiz;Bravo;4129407X;juan manuel.ruiz.bravo@gmail.com;930146680;684897955;31/07/1991;DevOps & Cloud Computing Full Stack;20/10/2023;Valcabado;Zamora;María Zambrano;81 2C;Docker;1
Juan manuel;Ruiz;Bravo;4129407X;juan manuel.ruiz.bravo@gmail.com;930146680;684897955;31/07/1991;DevOps & Cloud Computing Full Stack;20/10/2023;Valcabado;Zamora;María Zambrano;81 2C;Base Linux;2
Juan manuel;Ruiz;Bravo;4129407X;juan manuel.ruiz.bravo@gmail.com;930146680;684897955;31/07/1991;DevOps & Cloud Computing Full Stack;20/10/2023;Valcabado;Zamora;María Zambrano;81 2C;Introducción Despliegue en Servidores;4
Juan manuel;Ruiz;Bravo;4129407X;juan manuel.ruiz.bravo@gmail.com;930146680;684897955;31/07/1991;DevOps & Cloud Computing Full Stack;20/10/2023;Valcabado;Zamora;María Zambrano;81 2C;Python;4
Juan manuel;Ruiz;Bravo;4129407X;juan manuel.ruiz.bravo@gmail.com;930146680;684897955;31/07/1991;DevOps & Cloud Computing Full Stack;20/10/2023;Valcabado;Zamora;María Zambrano;81 2C;Plataformas Cloud y Kubernetes;4
Maria nieves;Vazquez;Leon;2082606W;maria nieves.vazquez.leon@gmail.com;926358418;684967652;06/09/1997;DevOps & Cloud Computing Full Stack;26/10/2023;Avinyó;Barcelona;Hernán Cortés;63 4Der.;Docker;0
Maria nieves;Vazquez;Leon;2082606W;maria nieves.vazquez.leon@gmail.com;926358418;684967652;06/09/1997;DevOps & Cloud Computing Full Stack;26/10/2023;Avinyó;Barcelona;Hernán Cortés;63 4Der.;Base Linux;3
Maria nieves;Vazquez;Leon;2082606W;maria nieves.vazquez.leon@gmail.com;926358418;684967652;06/09/1997;DevOps & Cloud Computing Full Stack;26/10/2023;Avinyó;Barcelona;Hernán Cortés;63 4Der.;Introducción Despliegue en Servidores;10
Maria nieves;Vazquez;Leon;2082606W;maria nieves.vazquez.leon@gmail.com;926358418;684967652;06/09/1997;DevOps & Cloud Computing Full Stack;26/10/2023;Avinyó;Barcelona;Hernán Cortés;63 4Der.;Python;1
Maria nieves;Vazquez;Leon;2082606W;maria nieves.vazquez.leon@gmail.com;926358418;684967652;06/09/1997;DevOps & Cloud Computing Full Stack;26/10/2023;Avinyó;Barcelona;Hernán Cortés;63 4Der.;Plataformas Cloud y Kubernetes;5
Marta;Ramirez;Soler;7938499A;marta.ramirez.soler@gmail.com;969552345;695322757;10/10/2011;DevOps & Cloud Computing Full Stack;30/10/2023;Valle de Santa Ana;Badajoz;Juan Ramón Jiménez;75 3C;Docker;7
Marta;Ramirez;Soler;7938499A;marta.ramirez.soler@gmail.com;969552345;695322757;10/10/2011;DevOps & Cloud Computing Full Stack;30/10/2023;Valle de Santa Ana;Badajoz;Juan Ramón Jiménez;75 3C;Base Linux;2
Marta;Ramirez;Soler;7938499A;marta.ramirez.soler@gmail.com;969552345;695322757;10/10/2011;DevOps & Cloud Computing Full Stack;30/10/2023;Valle de Santa Ana;Badajoz;Juan Ramón Jiménez;75 3C;Introducción Despliegue en Servidores;8
Marta;Ramirez;Soler;7938499A;marta.ramirez.soler@gmail.com;969552345;695322757;10/10/2011;DevOps & Cloud Computing Full Stack;30/10/2023;Valle de Santa Ana;Badajoz;Juan Ramón Jiménez;75 3C;Python;8
Marta;Ramirez;Soler;7938499A;marta.ramirez.soler@gmail.com;969552345;695322757;10/10/2011;DevOps & Cloud Computing Full Stack;30/10/2023;Valle de Santa Ana;Badajoz;Juan Ramón Jiménez;75 3C;Plataformas Cloud y Kubernetes;1
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Swift desde 0;2
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Swift & Storyboards;4
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Kotlin desde cero;7
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Kotlin Avanzado;5
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Modelado de datos & SQL;6
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Introducción a GNU/Linux;2
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Fundamentos de Autolayout;0
Maria;Benitez;Cano;7151703Z;maria.benitez.cano@gmail.com;958287329;621133984;03/11/2007;Desarrollo de Apps Móviles Full Stack;01/10/2023;Avinyó;Barcelona;Bartolomé Esteban Murillo;92 1A;Arquitectura y código de calidad;10
Beatriz;Iglesias;Martinez;6042456B;beatriz.iglesias.martinez@gmail.com;904852726;626953008;09/02/2003;Marketing Digital y Análisis de Datos;20/10/2023;Sorihuela del Guadalimar;Jaén;Juan Ramón Jiménez;55 3A;Ecommerce – Plan de desarrollo y Estrategia;9
Beatriz;Iglesias;Martinez;6042456B;beatriz.iglesias.martinez@gmail.com;904852726;626953008;09/02/2003;Marketing Digital y Análisis de Datos;20/10/2023;Sorihuela del Guadalimar;Jaén;Juan Ramón Jiménez;55 3A;SEO – Posicionamiento en buscadores;10
Beatriz;Iglesias;Martinez;6042456B;beatriz.iglesias.martinez@gmail.com;904852726;626953008;09/02/2003;Marketing Digital y Análisis de Datos;20/10/2023;Sorihuela del Guadalimar;Jaén;Juan Ramón Jiménez;55 3A;SEM, PPC, Display & Social Ads;5
Beatriz;Iglesias;Martinez;6042456B;beatriz.iglesias.martinez@gmail.com;904852726;626953008;09/02/2003;Marketing Digital y Análisis de Datos;20/10/2023;Sorihuela del Guadalimar;Jaén;Juan Ramón Jiménez;55 3A;Email Marketing;7
Jose angel;Castillo;Diaz;1465998R;jose angel.castillo.diaz@gmail.com;961327461;643634614;04/05/1994;Desarrollo Web Full Stack; ;Villayón;Asturias;Cristóbal Colón;6 2D;Introducción a JavaScript; 
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Prompt Engineering;6
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Git & GitHub;10
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Fundamentos de Web: HTML5, CSS3;2
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Modelado de datos & SQL;1
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Introducción a JavaScript;8
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Desarrollo frontend con JavaScript;7
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Web Components;2
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Frontend PRO;7
Lucia;Vega;Carmona;9723101N;lucia.vega.carmona@gmail.com;933727015;638129083;27/03/2007;Desarrollo Web Full Stack;06/10/2023;Robledo;Albacete;Velázquez;87 4Izq.;Testing con JavaScript;8
Oscar;Vicente;Garcia;6722396W;oscar.vicente.garcia@gmail.com;996459330;633603827;30/03/2016;Desarrollo de Apps Móviles Full Stack; ;Ayora;Valencia/València;Doctor Fleming;69 3C;Swift desde 0; 
Oscar;Vicente;Garcia;6722396W;oscar.vicente.garcia@gmail.com;996459330;633603827;30/03/2016;DevOps & Cloud Computing Full Stack;30/10/2023;Ayora;Valencia/València;Doctor Fleming;69 3C;Docker;5
Oscar;Vicente;Garcia;6722396W;oscar.vicente.garcia@gmail.com;996459330;633603827;30/03/2016;DevOps & Cloud Computing Full Stack;30/10/2023;Ayora;Valencia/València;Doctor Fleming;69 3C;Base Linux;6
Oscar;Vicente;Garcia;6722396W;oscar.vicente.garcia@gmail.com;996459330;633603827;30/03/2016;DevOps & Cloud Computing Full Stack;30/10/2023;Ayora;Valencia/València;Doctor Fleming;69 3C;Introducción Despliegue en Servidores;9
Oscar;Vicente;Garcia;6722396W;oscar.vicente.garcia@gmail.com;996459330;633603827;30/03/2016;DevOps & Cloud Computing Full Stack;30/10/2023;Ayora;Valencia/València;Doctor Fleming;69 3C;Python;4
Oscar;Vicente;Garcia;6722396W;oscar.vicente.garcia@gmail.com;996459330;633603827;30/03/2016;DevOps & Cloud Computing Full Stack;30/10/2023;Ayora;Valencia/València;Doctor Fleming;69 3C;Plataformas Cloud y Kubernetes;10
Ruben;Medina;Cruz;7806600D;ruben.medina.cruz@gmail.com;919899663;692437963;26/11/2004;Desarrollo de Apps Móviles Full Stack; ;Almenar de Soria;Soria;Nueva;10 1C;Swift & Storyboards; 
Joan;Nuñez;Caballero;2107717C;joan.nuñez.caballero@gmail.com;957308676;636719363;31/12/2001;DevOps & Cloud Computing Full Stack;27/10/2023;Guadasséquies;Valencia/València;Hernán Cortés;95 2D;Docker;8
Joan;Nuñez;Caballero;2107717C;joan.nuñez.caballero@gmail.com;957308676;636719363;31/12/2001;DevOps & Cloud Computing Full Stack;27/10/2023;Guadasséquies;Valencia/València;Hernán Cortés;95 2D;Base Linux;4
Joan;Nuñez;Caballero;2107717C;joan.nuñez.caballero@gmail.com;957308676;636719363;31/12/2001;DevOps & Cloud Computing Full Stack;27/10/2023;Guadasséquies;Valencia/València;Hernán Cortés;95 2D;Introducción Despliegue en Servidores;0
Joan;Nuñez;Caballero;2107717C;joan.nuñez.caballero@gmail.com;957308676;636719363;31/12/2001;DevOps & Cloud Computing Full Stack;27/10/2023;Guadasséquies;Valencia/València;Hernán Cortés;95 2D;Python;6
Joan;Nuñez;Caballero;2107717C;joan.nuñez.caballero@gmail.com;957308676;636719363;31/12/2001;DevOps & Cloud Computing Full Stack;27/10/2023;Guadasséquies;Valencia/València;Hernán Cortés;95 2D;Plataformas Cloud y Kubernetes;2
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Productividad;6
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Networking;9
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Linux;6
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Python;7
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Docker;6
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Ciberseguridad enfocada en Pentesting;9
Maria;Gil;Dominguez;5371246X;maria.gil.dominguez@gmail.com;903900719;670625471;22/02/2017;Ciberseguridad Full Stack;18/09/2023;Robledo;Albacete;Mercé Rodoreda;36 2A;Desarrollo seguro de aplicaciones;9
Alvaro;Velasco;Carrasco;1649468T;alvaro.velasco.carrasco@gmail.com;943504875;654009460;18/08/1994;DevOps & Cloud Computing Full Stack;21/10/2023;Ayora;Valencia/València;San Juan;8 1A;Docker;2
Alvaro;Velasco;Carrasco;1649468T;alvaro.velasco.carrasco@gmail.com;943504875;654009460;18/08/1994;DevOps & Cloud Computing Full Stack;21/10/2023;Ayora;Valencia/València;San Juan;8 1A;Base Linux;0
Alvaro;Velasco;Carrasco;1649468T;alvaro.velasco.carrasco@gmail.com;943504875;654009460;18/08/1994;DevOps & Cloud Computing Full Stack;21/10/2023;Ayora;Valencia/València;San Juan;8 1A;Introducción Despliegue en Servidores;6
Alvaro;Velasco;Carrasco;1649468T;alvaro.velasco.carrasco@gmail.com;943504875;654009460;18/08/1994;DevOps & Cloud Computing Full Stack;21/10/2023;Ayora;Valencia/València;San Juan;8 1A;Python;8
Alvaro;Velasco;Carrasco;1649468T;alvaro.velasco.carrasco@gmail.com;943504875;654009460;18/08/1994;DevOps & Cloud Computing Full Stack;21/10/2023;Ayora;Valencia/València;San Juan;8 1A;Plataformas Cloud y Kubernetes;0
Marina;Delgado;Lozano;4452917W;marina.delgado.lozano@gmail.com;973973527;661954618;04/01/2012;DevOps & Cloud Computing Full Stack;24/10/2023;Guadalmez;Ciudad Real;Isabel la Católica;23 3D;Docker;3
Marina;Delgado;Lozano;4452917W;marina.delgado.lozano@gmail.com;973973527;661954618;04/01/2012;DevOps & Cloud Computing Full Stack;24/10/2023;Guadalmez;Ciudad Real;Isabel la Católica;23 3D;Base Linux;1
Marina;Delgado;Lozano;4452917W;marina.delgado.lozano@gmail.com;973973527;661954618;04/01/2012;DevOps & Cloud Computing Full Stack;24/10/2023;Guadalmez;Ciudad Real;Isabel la Católica;23 3D;Introducción Despliegue en Servidores;1
Marina;Delgado;Lozano;4452917W;marina.delgado.lozano@gmail.com;973973527;661954618;04/01/2012;DevOps & Cloud Computing Full Stack;24/10/2023;Guadalmez;Ciudad Real;Isabel la Católica;23 3D;Python;9
Marina;Delgado;Lozano;4452917W;marina.delgado.lozano@gmail.com;973973527;661954618;04/01/2012;DevOps & Cloud Computing Full Stack;24/10/2023;Guadalmez;Ciudad Real;Isabel la Católica;23 3D;Plataformas Cloud y Kubernetes;3
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Swift & Storyboards;7
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Kotlin desde cero;6
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Kotlin Avanzado;7
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Modelado de datos & SQL;9
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Introducción a GNU/Linux;1
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Fundamentos de Autolayout;8
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Arquitectura y código de calidad;0
Felix;Castro;Soto;3179014T;felix.castro.soto@gmail.com;983244832;608962606;28/08/2008;Desarrollo de Apps Móviles Full Stack;10/10/2023;Torresandino;Burgos;Madre Teresa de Calcuta;61 4Der.;Fundamentos de ConstraintLayout;9
Josefa;Gallego;Dominguez;1016986H;josefa.gallego.dominguez@gmail.com;993743932;602991172;02/05/2011;Marketing Digital y Análisis de Datos;01/11/2023;Bidaurreta;Navarra;Reina Sofía;52 1B;Ecommerce – Plan de desarrollo y Estrategia;7
Josefa;Gallego;Dominguez;1016986H;josefa.gallego.dominguez@gmail.com;993743932;602991172;02/05/2011;Marketing Digital y Análisis de Datos;01/11/2023;Bidaurreta;Navarra;Reina Sofía;52 1B;SEO – Posicionamiento en buscadores;5
Josefa;Gallego;Dominguez;1016986H;josefa.gallego.dominguez@gmail.com;993743932;602991172;02/05/2011;Marketing Digital y Análisis de Datos;01/11/2023;Bidaurreta;Navarra;Reina Sofía;52 1B;SEM, PPC, Display & Social Ads;4
Josefa;Gallego;Dominguez;1016986H;josefa.gallego.dominguez@gmail.com;993743932;602991172;02/05/2011;Marketing Digital y Análisis de Datos;01/11/2023;Bidaurreta;Navarra;Reina Sofía;52 1B;Email Marketing;0
Mohamed;Alonso;Parra;3961652V;mohamed.alonso.parra@gmail.com;927638906;661822231;03/09/1998;Ciberseguridad Full Stack;12/10/2023;Olmeda del Rey;Cuenca;Mariana Pineda;2 1Izq.;Networking;1
Mohamed;Alonso;Parra;3961652V;mohamed.alonso.parra@gmail.com;927638906;661822231;03/09/1998;Ciberseguridad Full Stack;12/10/2023;Olmeda del Rey;Cuenca;Mariana Pineda;2 1Izq.;Linux;8
Mohamed;Alonso;Parra;3961652V;mohamed.alonso.parra@gmail.com;927638906;661822231;03/09/1998;Ciberseguridad Full Stack;12/10/2023;Olmeda del Rey;Cuenca;Mariana Pineda;2 1Izq.;Python;9
Mohamed;Alonso;Parra;3961652V;mohamed.alonso.parra@gmail.com;927638906;661822231;03/09/1998;Ciberseguridad Full Stack;12/10/2023;Olmeda del Rey;Cuenca;Mariana Pineda;2 1Izq.;Docker;6
Mohamed;Alonso;Parra;3961652V;mohamed.alonso.parra@gmail.com;927638906;661822231;03/09/1998;Ciberseguridad Full Stack;12/10/2023;Olmeda del Rey;Cuenca;Mariana Pineda;2 1Izq.;Ciberseguridad enfocada en Pentesting;1
Mohamed;Alonso;Parra;3961652V;mohamed.alonso.parra@gmail.com;927638906;661822231;03/09/1998;Ciberseguridad Full Stack;12/10/2023;Olmeda del Rey;Cuenca;Mariana Pineda;2 1Izq.;Desarrollo seguro de aplicaciones;9
Joan;Lopez;Muñoz;9900421W;joan.lopez.muñoz@gmail.com;926764498;690457705;21/07/1997;Ciberseguridad Full Stack; ;Cisneros;Palencia;Isabel la Católica;89 2Der.;Productividad; 
Joan;Lopez;Muñoz;9900421W;joan.lopez.muñoz@gmail.com;926764498;690457705;21/07/1997;DevOps & Cloud Computing Full Stack;28/09/2023;Cisneros;Palencia;Isabel la Católica;89 2Der.;Docker;7
Joan;Lopez;Muñoz;9900421W;joan.lopez.muñoz@gmail.com;926764498;690457705;21/07/1997;DevOps & Cloud Computing Full Stack;28/09/2023;Cisneros;Palencia;Isabel la Católica;89 2Der.;Base Linux;7
Joan;Lopez;Muñoz;9900421W;joan.lopez.muñoz@gmail.com;926764498;690457705;21/07/1997;DevOps & Cloud Computing Full Stack;28/09/2023;Cisneros;Palencia;Isabel la Católica;89 2Der.;Introducción Despliegue en Servidores;9
Joan;Lopez;Muñoz;9900421W;joan.lopez.muñoz@gmail.com;926764498;690457705;21/07/1997;DevOps & Cloud Computing Full Stack;28/09/2023;Cisneros;Palencia;Isabel la Católica;89 2Der.;Python;3
Joan;Lopez;Muñoz;9900421W;joan.lopez.muñoz@gmail.com;926764498;690457705;21/07/1997;DevOps & Cloud Computing Full Stack;28/09/2023;Cisneros;Palencia;Isabel la Católica;89 2Der.;Plataformas Cloud y Kubernetes;6
Monica;Vargas;Vargas;7351128Y;monica.vargas.vargas@gmail.com;955152949;615173111;14/10/2001;Ciberseguridad Full Stack;27/10/2023;Benegiles;Zamora;Mercé Rodoreda;72 1C;Productividad;1
